Year,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Class,Topic,Data_Value,Data_Value_Unit,Data_Value_Type,Data_Value_Footnote_Symbol,Data_Value_Footnote,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,TopicID,LocationID,Location 1
2014,AZ,Coconino County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,193.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,04005,"(35.843083, -111.759129)"
2014,AZ,Gila County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,173.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,04007,"(33.804838, -110.80672)"
2014,AZ,Graham County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,186.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,04009,"(32.941806, -109.888929)"
2014,AZ,Greenlee County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,207.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,04011,"(33.223794, -109.243896)"
2014,AZ,La Paz County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,184.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,04012,"(33.734098, -113.976886)"
2014,AZ,Maricopa County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,167,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,04013,"(33.361136, -112.488734)"
2014,AZ,Mohave County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,199,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,04015,"(35.704508, -113.749417)"
2014,AZ,Navajo County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,220.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,04017,"(35.402039, -110.312101)"
2014,AZ,Pima County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,171.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,04019,"(32.1062, -111.792469)"
2014,AZ,Pinal County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,178.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,04021,"(32.914678, -111.348484)"
2014,AZ,Santa Cruz County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,169.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,04023,"(31.529883, -110.845298)"
2014,AZ,Yavapai County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,167.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,04025,"(34.608704, -112.54524)"
2014,AZ,Yuma County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,166.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,04027,"(32.773238, -113.910496)"
2014,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,174,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,04,"(34.2921, -111.664)"
2014,CA,Alameda County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,137.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06001,"(37.640732, -121.874174)"
2014,CA,Alpine County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,133.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06003,"(38.596494, -119.817775)"
2014,CA,Amador County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,169.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06005,"(38.441847, -120.650063)"
2014,CA,Butte County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,116.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06007,"(39.663077, -121.592018)"
2014,CA,Calaveras County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,175.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06009,"(38.202946, -120.544084)"
2014,CA,Colusa County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,146,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06011,"(39.178048, -122.229505)"
2014,CA,Contra Costa County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,133,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06013,"(37.913598, -121.912906)"
2014,CA,Del Norte County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,144.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06015,"(41.738952, -123.889508)"
2014,CA,El Dorado County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,161.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06017,"(38.775788, -120.518515)"
2014,CA,Fresno County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,201.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06019,"(36.754708, -119.641323)"
2014,CA,Glenn County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,150.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06021,"(39.597469, -122.383535)"
2014,CA,Humboldt County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,151.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06023,"(40.698187, -123.863888)"
2014,CA,Imperial County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,176.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06025,"(33.041824, -115.364568)"
2014,CA,Inyo County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,212.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06027,"(36.508867, -117.407146)"
2014,CA,Kern County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,241.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06029,"(35.345591, -118.73308)"
2014,CA,Kings County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,208.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06031,"(36.078649, -119.803263)"
2014,CA,Lake County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,145,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06033,"(39.09737, -122.744185)"
2014,CA,Lassen County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,140.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06035,"(40.669961, -120.589843)"
2014,CA,Los Angeles County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,186.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06037,"(34.322796, -118.221787)"
2014,CA,Madera County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,200.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06039,"(37.212682, -119.74733)"
2014,CA,Marin County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,77.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06041,"(38.073204, -122.720114)"
2014,CA,Mariposa County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,197.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06043,"(37.575843, -119.896002)"
2014,CA,Mendocino County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,134.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06045,"(39.436309, -123.377828)"
2014,CA,Merced County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,191.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06047,"(37.186923, -120.704731)"
2014,CA,Modoc County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,138.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06049,"(41.583941, -120.718904)"
2014,CA,Mono County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,200.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06051,"(37.933321, -118.882552)"
2014,CA,Monterey County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,160.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06053,"(36.216903, -121.227026)"
2014,CA,Napa County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,131.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06055,"(38.508289, -122.327344)"
2014,CA,Nevada County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,133.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06057,"(39.295924, -120.761996)"
2014,CA,Orange County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,168.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06059,"(33.704545, -117.756775)"
2014,CA,Placer County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,146.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06061,"(39.061511, -120.710638)"
2014,CA,Plumas County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,130.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06063,"(40.002158, -120.838191)"
2014,CA,Riverside County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,195.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06065,"(33.745425, -115.994935)"
2014,CA,Sacramento County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,177.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06067,"(38.465312, -121.31769)"
2014,CA,San Benito County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,180.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06069,"(36.605701, -121.060133)"
2014,CA,San Bernardino County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,204.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06071,"(34.844701, -116.176459)"
2014,CA,San Diego County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,172.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06073,"(33.035423, -116.737646)"
2014,CA,San Francisco County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,140.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06075,"(37.746542, -122.430647)"
2014,CA,San Joaquin County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,158.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06077,"(37.932727, -121.264123)"
2014,CA,San Luis Obispo County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,123.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06079,"(35.390034, -120.400968)"
2014,CA,San Mateo County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,140.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06081,"(37.423939, -122.322358)"
2014,CA,Santa Barbara County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,156.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06083,"(34.672496, -120.012285)"
2014,CA,Santa Clara County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,142.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06085,"(37.224522, -121.684758)"
2014,CA,Santa Cruz County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,186.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06087,"(37.052057, -121.982295)"
2014,CA,Shasta County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,150.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06089,"(40.758306, -122.03692)"
2014,CA,Sierra County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,139.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06091,"(39.576693, -120.505271)"
2014,CA,Siskiyou County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,126,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06093,"(41.588337, -122.533844)"
2014,CA,Solano County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,141.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06095,"(38.288602, -121.913023)"
2014,CA,Sonoma County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,114.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06097,"(38.527617, -122.887364)"
2014,CA,Stanislaus County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,187.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06099,"(37.553933, -120.989631)"
2014,CA,Sutter County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,142.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06101,"(39.033545, -121.687339)"
2014,CA,Tehama County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,140.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06103,"(40.12057, -122.226655)"
2014,CA,Trinity County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,143.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06105,"(40.64749, -123.104847)"
2014,CA,Tulare County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,235.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06107,"(36.220455, -118.792225)"
2014,CA,Tuolumne County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,196.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06109,"(38.024398, -119.946028)"
2014,CA,Ventura County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,163.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06111,"(34.472949, -119.076397)"
2014,CA,Yolo County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,158.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06113,"(38.68661, -121.897776)"
2014,CA,Yuba County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,120.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06115,"(39.268646, -121.340045)"
2014,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,178.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,06,"(37.2414, -119.601)"
2014,CO,Adams County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,168.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08001,"(39.868295, -104.336349)"
2014,CO,Alamosa County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,253.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08003,"(37.56397, -105.787771)"
2014,CO,Arapahoe County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,122.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08005,"(39.643411, -104.338029)"
2014,CO,Archuleta County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,178.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08007,"(37.193533, -107.041233)"
2014,CO,Baca County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,202.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08009,"(37.315901, -102.554795)"
2014,CO,Bent County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,271.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08011,"(37.949309, -103.056262)"
2014,CO,Boulder County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,137,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08013,"(40.089231, -105.357986)"
2014,CO,Broomfield County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,214.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08014,"(39.952, -105.058465)"
2014,CO,Clear Creek County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,167.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08019,"(39.686144, -105.637226)"
2014,CO,Conejos County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,179.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08021,"(37.195881, -106.182689)"
2014,CO,Costilla County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,219,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08023,"(37.269675, -105.422874)"
2014,CO,Crowley County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,166.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08025,"(38.317336, -103.775266)"
2014,CO,Custer County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,178.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08027,"(38.097456, -105.360252)"
2014,CO,Delta County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,184.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08029,"(38.859676, -107.856518)"
2014,CO,Denver County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,189,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08031,"(39.759723, -104.873506)"
2014,CO,Douglas County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,97.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08035,"(39.323918, -104.918921)"
2014,CO,Eagle County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,97.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08037,"(39.620572, -106.690078)"
2014,CO,Elbert County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,115.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08039,"(39.279258, -104.129632)"
2014,CO,El Paso County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,151,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08041,"(38.827873, -104.517767)"
2014,CO,Fremont County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,162.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,08043,"(38.468555, -105.433111)"
